Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
272,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12511.417331703007;29330.314900763333;-15127.795625697821]
272,8,Playfight,Waiting Area,Adult,{},{},[33100.09391209856;46455.53462965414;-1103.9410157618113]
272,10,Moving,Foraging,Adult,{0;6},{0;6},[11881.316595505923;29397.89819999039;-14934.363752113655]
272,9,Moving,Waiting Area,Adult,{},{},[-12657.82915046066;39348.27434292436;-1727.5667766337283]
272,14,Moving,Waiting Area,Adult,{},{},[25928.924712985754;43571.229687705636;-4908.290949905291]
272,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
273,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12511.417331703007;29330.314900763333;-15127.795625697821]
273,8,Playfight,Waiting Area,Adult,{12},{12;14},[31218.36573503539;46090.93812035769;-1149.5395819136174]
273,10,Moving,Foraging,Adult,{0;6},{0;6},[12976.764447402209;29523.293754979968;-15181.2636811845]
273,9,Moving,Waiting Area,Adult,{},{},[988.2500341855921;42703.657084703445;-1986.4036838291213]
273,12,Playfight,Waiting Area,Adult,{8},{8;14},[33429.29142020643;46714.43644402921;-191.65779611642938]
273,14,Playfight,Waiting Area,Adult,{},{12;8},[25614.207860440016;45334.48928511143;-408.0217243025545]
273,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
274,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12511.417331703007;29330.314900763333;-15127.795625697821]
274,8,Playfight,Waiting Area,Adult,{},{14},[28720.48739282787;45933.666619211435;336.04267936665565]
274,10,Moving,Foraging,Adult,{0;6},{0;6},[12948.836421482265;29639.77601221949;-15091.623185180128]
274,9,Moving,Waiting Area,Adult,{},{14},[19628.792205493897;45601.40530093759;2856.611076090485]
274,14,Playfight,Waiting Area,Adult,{},{8;9},[23376.347306320444;45351.12842120603;1075.0466232756153]
274,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
275,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12511.417331703007;29330.314900763333;-15127.795625697821]
275,10,Moving,Foraging,Adult,{0;6},{0;6},[13656.272365123034;30049.22403049469;-15064.086515635252]
275,9,Playfight,Waiting Area,Adult,{14},{12;14},[25897.359858602285;46290.699237167835;3497.616689475253]
275,12,Playfight,Waiting Area,Adult,{},{9;14},[30120.38869845867;46741.646534621716;2762.4573709517717]
275,14,Playfight,Waiting Area,Adult,{9},{12;9},[23421.135309040546;45401.59348976612;1192.6202450487763]
275,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
276,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12511.417331703007;29330.314900763333;-15127.795625697821]
276,10,Moving,Foraging,Adult,{0;6},{0;6},[14667.021119116805;30838.052930204198;-14837.440293277614]
276,9,Playfight,Waiting Area,Adult,{14},{12;14},[25824.640031039715;46149.51876309514;3125.304832343012]
276,12,Playfight,Waiting Area,Adult,{13},{13;9;14},[31226.29535683617;47048.919204734266;3810.64406421734]
276,13,Playfight,Waiting Area,Adult,{12},{12},[34155.228255838156;47212.78490746021;2867.0738923531026]
276,14,Playfight,Waiting Area,Adult,{9},{12;9},[24780.154987547547;45567.431588090956;1051.2698856243514]
276,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
277,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12511.417331703007;29330.314900763333;-15127.795625697821]
277,10,Moving,Foraging,Adult,{0},{0;6},[16614.14558814466;31926.464549452066;-14794.315159628168]
277,9,Playfight,Waiting Area,Adult,{14},{12;13;14},[26766.584344683215;46208.30003217235;3338.565364508657]
277,12,Playfight,Waiting Area,Adult,{13},{13;9},[32713.658984199166;47264.66837628186;3893.549388628453]
277,13,Playfight,Waiting Area,Adult,{12},{12;9;14},[32729.117772340775;46797.73272168636;1573.6643598936498]
277,14,Playfight,Waiting Area,Adult,{9},{13;9},[25722.386035345495;45476.57247793302;231.82509985583602]
277,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
278,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12511.417331703007;29330.314900763333;-15127.795625697821]
278,8,Playfight,Waiting Area,Adult,{12;13},{12;13;9},[31870.35545846075;46394.65807661414;-163.83793855519616]
278,10,Foraging,Foraging,Adult,{},{0;6},[16884.370675854385;32077.92112735659;-14814.293267391622]
278,9,Playfight,Waiting Area,Adult,{},{12;8;13},[26487.598097532988;46331.45380157232;3683.3855881541967]
278,12,Playfight,Waiting Area,Adult,{8;13},{8;13;9},[33307.66663697362;47202.154468908906;3260.9874545782804]
278,13,Playfight,Waiting Area,Adult,{12;8},{12;8;9},[33077.24385261536;46946.941170334816;2119.6013465821743]
278,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
279,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
279,10,Foraging,Foraging,Adult,{},{0;6},[16884.370675854385;32077.92112735659;-14814.293267391622]
279,9,Playfight,Waiting Area,Adult,{},{13},[27028.93557458371;46281.212604142725;3441.0498970882036]
279,12,Playfight,Waiting Area,Adult,{13},{13},[35726.208906039596;47433.97760790214;2939.2501911679283]
279,13,Playfight,Waiting Area,Adult,{12},{12;9},[32366.31078416854;46694.74321445823;1165.2319125127979]
279,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
280,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
280,10,Foraging,Foraging,Adult,{},{0;6},[16884.370675854385;32077.92112735659;-14814.293267391622]
280,9,Playfight,Waiting Area,Adult,{},{13},[27179.17548045516;46198.40220978856;2994.1618584529497]
280,12,Playfight,Waiting Area,Adult,{13},{13},[35298.18368032575;47375.51926141977;2970.285115454346]
280,13,Playfight,Waiting Area,Adult,{12},{12;9},[31999.71763406694;46719.2929584384;1952.6708532609046]
280,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
281,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
281,10,Foraging,Foraging,Adult,{},{0;6},[16834.56488263607;32071.086856484413;-14800.413029193878]
281,9,Playfight,Waiting Area,Adult,{},{13},[27062.380388911813;45907.54292009026;1656.1504396540113]
281,12,Playfight,Waiting Area,Adult,{},{13},[37192.951686784625;47709.67583172023;2840.626218673773]
281,13,Playfight,Waiting Area,Adult,{},{12;9},[32183.622506320477;47064.927821576595;3347.1751687712967]
281,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
282,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
282,8,Playfight,Waiting Area,Adult,{9;14},{9;14},[29445.881264090538;46219.211329728365;1125.881425124593]
282,10,Foraging,Foraging,Adult,{},{0;6},[16834.56488263607;32071.086856484413;-14800.413029193878]
282,9,Playfight,Waiting Area,Adult,{8},{8;14},[27005.166400022805;45324.995073363185;-867.8252829385456]
282,13,Playfight,Waiting Area,Adult,{},{14},[38060.448402404785;48092.10977232456;4130.741105891764]
282,14,Playfight,Waiting Area,Adult,{8},{8;13;9},[33076.939796447754;46856.826875686646;1608.6039590239525]
282,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
283,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
283,8,Playfight,Waiting Area,Adult,{14},{13;9;14},[30524.510968327522;46803.793237924576;2790.6645424067974]
283,10,Foraging,Foraging,Adult,{},{0;6},[16834.56488263607;32071.086856484413;-14800.413029193878]
283,9,Playfight,Waiting Area,Adult,{14},{8;14},[30024.46094178781;45736.092429079115;-1329.9271093846764]
283,13,Playfight,Waiting Area,Adult,{},{8;14},[37717.25558900833;47978.16542518139;4076.975189730525]
283,14,Playfight,Waiting Area,Adult,{8;9},{8;13;9},[31914.531933784485;46513.17093420029;517.9694802612066]
283,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
284,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
284,8,Playfight,Waiting Area,Adult,{9},{9},[32165.105057939887;47054.02427712083;3286.865191685036]
284,10,Foraging,Foraging,Adult,{},{0;6},[16834.56488263607;32071.086856484413;-14800.413029193878]
284,9,Playfight,Waiting Area,Adult,{8},{8},[31068.823888262734;46254.21932826191;-24.230824432968802]
284,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
285,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
285,8,Playfight,Waiting Area,Adult,{9},{9},[30976.24412766099;46987.371429115534;3452.887932220474]
285,10,Foraging,Foraging,Adult,{},{0;6},[16834.56488263607;32071.086856484413;-14800.413029193878]
285,9,Playfight,Waiting Area,Adult,{8},{8},[31058.3075313773;46250.846685908735;-84.12602646402229]
285,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
286,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
286,8,Playfight,Waiting Area,Adult,{},{9},[31205.089695505798;47094.072510138154;3946.70347488299]
286,10,Foraging,Foraging,Adult,{},{0;6},[16834.56488263607;32071.086856484413;-14800.413029193878]
286,9,Playfight,Waiting Area,Adult,{},{8},[30759.35447961837;46100.56434813142;-426.3497450192226]
286,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
287,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
287,8,Playfight,Waiting Area,Adult,{},{9;14},[30424.424600809813;46997.37186866999;3569.2946104686707]
287,10,Foraging,Foraging,Adult,{},{0;6},[16834.56488263607;32071.086856484413;-14800.413029193878]
287,9,Playfight,Waiting Area,Adult,{},{8;14},[29955.536203753203;45959.46578352898;-404.643381598813]
287,14,Playfight,Waiting Area,Adult,{},{8;9},[26051.877903763205;45588.98448575288;672.7085385294631]
287,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
288,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
288,8,Playfight,Waiting Area,Adult,{},{9},[27630.18780915439;46899.19729411602;4871.799543574452]
288,10,Foraging,Foraging,Adult,{},{0;6},[16834.56488263607;32071.086856484413;-14800.413029193878]
288,9,Playfight,Waiting Area,Adult,{},{8},[23772.305940300226;45683.336124897;2522.56153857708]
288,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13694.416143208742;29526.98940567486;-15428.113141656853]
289,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
289,8,Playfight,Waiting Area,Adult,{},{},[80747.69438238442;52286.51380903274;23977.282234545797]
289,10,Foraging,Foraging,Adult,{},{0;6},[16834.56488263607;32071.086856484413;-14800.413029193878]
289,14,Playfight,Background,Adult,{},{},[0.0;0.0;0.0]
289,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13694.416143208742;29526.98940567486;-15428.113141656853]
290,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
290,8,Playfight,Background,Adult,{},{},[66556.77031385899;49129.70343478024;1152.961287285667]
290,10,Foraging,Foraging,Adult,{},{0;6},[16834.56488263607;32071.086856484413;-14800.413029193878]
290,9,Moving,Waiting Area,Adult,{},{},[38610.37626826763;48284.00907576084;3649.7098586782813]
290,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13694.416143208742;29526.98940567486;-15428.113141656853]
291,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
291,8,Playfight,Waiting Area,Adult,{},{},[32079.403440713882;43412.63473558426;-7479.505933523178]
291,10,Foraging,Foraging,Adult,{},{0;6},[16834.56488263607;32071.086856484413;-14800.413029193878]
291,9,Moving,Waiting Area,Adult,{},{},[37112.9081254974;47719.194195598364;3238.5732435123064]
291,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13694.416143208742;29526.98940567486;-15428.113141656853]
292,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
292,10,Foraging,Foraging,Adult,{},{0;6},[16834.56488263607;32071.086856484413;-14800.413029193878]
292,9,Playfight,Waiting Area,Adult,{},{},[36304.198822423816;47651.77657764405;3886.8492439789698]
292,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13694.416143208742;29526.98940567486;-15428.113141656853]
293,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
293,10,Foraging,Foraging,Adult,{},{0;6},[16834.56488263607;32071.086856484413;-14800.413029193878]
293,9,Playfight,Waiting Area,Adult,{},{},[37663.539301157;48051.83472657204;4749.868557646871]
293,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13694.416143208742;29526.98940567486;-15428.113141656853]
294,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
294,8,Playfight,Waiting Area,Adult,{},{},[28760.843576669693;42682.755024291575;-7501.60055881273]
294,10,Foraging,Foraging,Adult,{},{0;6},[16834.56488263607;32071.086856484413;-14800.413029193878]
294,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
295,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
295,10,Foraging,Foraging,Adult,{},{0;6},[16862.65174008906;32122.377095911652;-14778.147873882204]
295,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
296,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
296,8,Playfight,Waiting Area,Adult,{},{},[34261.86658222228;45186.31882401928;-4851.989945861045]
296,10,Foraging,Foraging,Adult,{},{0;6},[16913.15882561542;32128.867398036644;-14791.878557821736]
296,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
297,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
297,8,Playfight,Waiting Area,Adult,{},{},[33043.10956495255;44582.311712644994;-5524.45442211628]
297,10,Foraging,Foraging,Adult,{},{0;6},[16913.15882561542;32128.867398036644;-14791.878557821736]
297,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
298,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
298,8,Playfight,Waiting Area,Adult,{},{},[29980.013390421867;43249.203233003616;-6859.611929833889]
298,10,Foraging,Foraging,Adult,{},{0;6},[16913.15882561542;32128.867398036644;-14791.878557821736]
298,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
299,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
299,8,Moving,Waiting Area,Adult,{},{},[37299.110337123275;46521.06147502363;-3488.0770733756945]
299,10,Foraging,Foraging,Adult,{},{0;6},[16913.15882561542;32128.867398036644;-14791.878557821736]
299,15,Playfight,Waiting Area,Adult,{},{},[41603.89844870567;50151.3306966424;16734.269789218903]
299,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13762.804307796061;29578.58997038752;-15422.66932727024]
300,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
300,8,Moving,Waiting Area,Adult,{},{},[38541.605276703835;47092.03180360794;-2662.746369406581]
300,10,Foraging,Foraging,Adult,{},{0;6},[16913.15882561542;32128.867398036644;-14791.878557821736]
300,15,Playfight,Waiting Area,Adult,{},{},[37539.50152552128;49843.67252933979;20113.9404797554]
300,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13762.804307796061;29578.58997038752;-15422.66932727024]
301,6,Lying/resting (stationary),Foraging,Adult,{0},{0;10},[12552.979571983218;29331.334234520793;-15136.59367889911]
