Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours
15,2,Moving,Foraging,Adult,{5},{1;5}
15,3,High sitting/standing (Vigilant),Foraging,Adult,{4},{1;4}
15,4,Foraging,Foraging,Adult,{3;1},{3;1;5}
15,5,Foraging,Foraging,Adult,{2},{4;1;2}
15,6,High sitting/standing (Vigilant),Background,Adult,{},{}
16,1,Moving,Foraging,Adult,{3;4},{3;4;2}
16,2,Low sitting/standing (stationary),Foraging,Adult,{},{1}
16,3,High sitting/standing (Vigilant),Foraging,Adult,{1;4},{1;4}
16,4,Foraging,Foraging,Adult,{3;1},{3;1}
16,6,High sitting/standing (Vigilant),Background,Adult,{},{}
17,0,Foraging,Foraging,Adult,{3;1;4},{3;1;4;2}
17,1,Foraging,Foraging,Adult,{3;4;0},{3;4;0}
17,2,Low sitting/standing (stationary),Foraging,Adult,{},{0}
17,3,Moving,Foraging,Adult,{1;0;4},{1;0;4}
17,4,Foraging,Foraging,Adult,{3;1;0},{3;1;0}
17,6,Low sitting/standing (stationary),Background,Adult,{},{}
18,0,Low sitting/standing (stationary),Foraging,Adult,{3;1;4;2},{3;1;4;2}
18,1,Foraging,Foraging,Adult,{3;4;0},{3;4;0;2}
18,2,Moving,Foraging,Adult,{0},{3;1;0;4}
18,3,Foraging,Foraging,Adult,{1;0;4},{4;1;0;2}
18,4,Foraging,Foraging,Adult,{3;1;0},{3;1;0;2}
18,6,Low sitting/standing (stationary),Background,Adult,{},{}
19,0,Moving,Foraging,Adult,{3;1},{3;1;2}
19,1,Foraging,Foraging,Adult,{3;0},{3;0;2}
19,2,Moving,Foraging,Adult,{},{3;1;0}
19,3,Foraging,Foraging,Adult,{1;0},{1;0;2}
19,6,Low sitting/standing (stationary),Background,Adult,{},{}
20,0,Moving,Foraging,Adult,{3},{3;1;2}
20,1,Foraging,Foraging,Adult,{3},{3;0}
20,2,Moving,Foraging,Adult,{},{0}
20,3,Foraging,Foraging,Adult,{1;0},{1;0}
20,6,Low sitting/standing (stationary),Background,Adult,{},{}
21,0,Moving,Foraging,Adult,{},{1}
21,1,Moving,Foraging,Adult,{3},{3;0}
21,2,Moving,Background,Adult,{},{6}
21,3,Moving,Foraging,Adult,{1},{1}
21,6,Low sitting/standing (stationary),Background,Adult,{},{2}
22,1,Low sitting/standing (stationary),Foraging,Adult,{4},{4}
22,4,Foraging,Foraging,Adult,{1},{1}
22,6,Low sitting/standing (stationary),Background,Adult,{},{}
23,1,Foraging,Foraging,Adult,{4},{4}
23,4,Foraging,Foraging,Adult,{1},{1}
23,6,Low sitting/standing (stationary),Background,Adult,{},{}
24,1,Foraging,Foraging,Adult,{4},{4}
24,4,Foraging,Foraging,Adult,{1},{1}
24,6,Low sitting/standing (stationary),Background,Adult,{},{}
25,1,Foraging,Foraging,Adult,{4},{4}
25,3,Interacting with foreign object,Waiting Area,Adult,{},{}
25,4,Foraging,Foraging,Adult,{1},{1}
25,6,Moving,Background,Adult,{},{}
26,1,Foraging,Foraging,Adult,{4},{4}
26,4,Foraging,Foraging,Adult,{1},{1}
27,7,Moving,Background,Adult,{},{}
27,1,Foraging,Foraging,Adult,{4},{4}
27,3,Foraging,Foraging,Adult,{},{4}
27,4,Foraging,Foraging,Adult,{1},{3;1}
27,6,Moving,Background,Adult,{},{}
28,7,Moving,Background,Adult,{},{}
28,1,Foraging,Foraging,Adult,{4},{4}
28,3,Foraging,Foraging,Adult,{},{4}
28,4,Foraging,Foraging,Adult,{1},{3;1}
28,6,Moving,Background,Adult,{},{}
29,7,Moving,Background,Adult,{},{}
29,1,Moving,Foraging,Adult,{4},{4}
29,3,Foraging,Foraging,Adult,{},{4}
29,4,Foraging,Foraging,Adult,{1},{3;1}
30,7,Low sitting/standing (stationary),Background,Adult,{},{}
30,3,Foraging,Foraging,Adult,{},{4}
30,4,Foraging,Foraging,Adult,{},{3}
31,7,Low sitting/standing (stationary),Background,Adult,{},{}
31,3,Foraging,Foraging,Adult,{},{4}
31,4,Foraging,Foraging,Adult,{},{3}
32,7,Low sitting/standing (stationary),Background,Adult,{},{}
32,3,Foraging,Foraging,Adult,{},{4}
32,4,Foraging,Foraging,Adult,{},{3}
33,7,Low sitting/standing (stationary),Background,Adult,{},{}
33,3,Foraging,Foraging,Adult,{},{4}
33,4,Foraging,Foraging,Adult,{},{3}
34,7,Low sitting/standing (stationary),Background,Adult,{},{}
34,3,Foraging,Foraging,Adult,{},{4}
34,4,Foraging,Foraging,Adult,{},{3}
35,7,Low sitting/standing (stationary),Background,Adult,{},{}
35,3,Foraging,Foraging,Adult,{},{4}
35,4,Foraging,Foraging,Adult,{},{3}
36,7,Low sitting/standing (stationary),Background,Adult,{},{}
36,3,Foraging,Foraging,Adult,{},{4}
36,4,Foraging,Foraging,Adult,{},{3}
37,7,Low sitting/standing (stationary),Background,Adult,{8},{8}
37,8,Moving,Background,Adult,{7},{7}
37,3,Foraging,Foraging,Adult,{},{4}
37,4,Foraging,Foraging,Adult,{},{3}
38,7,Low sitting/standing (stationary),Background,Adult,{8},{8}
38,8,Moving,Background,Adult,{7},{7}
38,3,Foraging,Foraging,Adult,{},{4}
38,4,Foraging,Foraging,Adult,{},{3}
39,7,Low sitting/standing (stationary),Background,Adult,{},{}
39,3,Foraging,Foraging,Adult,{},{4}
39,4,Foraging,Foraging,Adult,{},{3}
40,7,Low sitting/standing (stationary),Background,Adult,{},{}
40,3,Moving,Foraging,Adult,{4},{4}
40,4,Foraging,Foraging,Adult,{3},{3}
41,7,Low sitting/standing (stationary),Background,Adult,{},{}
41,3,Moving,Foraging,Adult,{},{4}
41,4,Foraging,Foraging,Adult,{},{3}
42,7,Low sitting/standing (stationary),Background,Adult,{},{}
42,4,Low sitting/standing (stationary),Foraging,Adult,{},{}
43,7,Low sitting/standing (stationary),Background,Adult,{10},{10}
43,10,Moving,Background,Adult,{7},{7}
43,4,Low sitting/standing (stationary),Foraging,Adult,{},{}
44,7,Low sitting/standing (stationary),Background,Adult,{10},{10}
44,10,Moving,Background,Adult,{7},{7}
44,11,Moving,Background,Adult,{},{}
44,4,Moving,Foraging,Adult,{},{}
45,7,Low sitting/standing (stationary),Background,Adult,{10},{10}
45,10,Moving,Background,Adult,{7},{7}
46,7,Low sitting/standing (stationary),Background,Adult,{10},{10}
46,10,Moving,Background,Adult,{7},{7}
47,10,Moving,Background,Adult,{},{}
48,10,Moving,Background,Adult,{},{}
49,12,Moving,Foraging,Adult,{},{13;5}
49,13,Moving,Waiting Area,Adult,{5},{12;5}
49,5,Moving,Waiting Area,Adult,{13},{12;13}
50,12,Moving,Foraging,Adult,{14},{13;14}
50,14,Moving,Foraging,Adult,{12},{12;13}
50,15,Low sitting/standing (stationary),Background,Adult,{},{}
50,13,Moving,Waiting Area,Adult,{},{12;14}
51,12,Interacting with foreign object,Foraging,Adult,{},{14}
51,14,Interacting with foreign object,Foraging,Adult,{},{12}
51,15,Low sitting/standing (stationary),Background,Adult,{},{}
51,13,High sitting/standing (Vigilant),Waiting Area,Adult,{},{}
52,12,Interacting with foreign object,Foraging,Adult,{},{14}
52,14,Interacting with foreign object,Foraging,Adult,{},{12}
52,15,Moving,Background,Adult,{},{}
52,13,Foraging,Waiting Area,Adult,{},{}
53,12,Interacting with foreign object,Foraging,Adult,{},{14}
53,5,Moving,Foraging,Adult,{},{13}
53,14,Interacting with foreign object,Foraging,Adult,{},{12}
53,15,Moving,Background,Adult,{},{}
53,13,Foraging,Waiting Area,Adult,{},{5}
54,12,Interacting with foreign object,Foraging,Adult,{},{14}
54,5,Foraging,Waiting Area,Adult,{},{13}
54,14,Interacting with foreign object,Foraging,Adult,{},{12}
54,15,Moving,Background,Adult,{},{}
54,13,Foraging,Waiting Area,Adult,{},{5}
55,12,Interacting with foreign object,Foraging,Adult,{},{14}
55,5,Foraging,Waiting Area,Adult,{},{13}
55,14,Interacting with foreign object,Foraging,Adult,{},{12}
55,15,Moving,Background,Adult,{16},{16}
55,16,Moving,Background,Adult,{15},{15}
55,13,Foraging,Waiting Area,Adult,{},{5}
56,12,Moving,Foraging,Adult,{5},{5}
56,5,Foraging,Foraging,Adult,{12},{12}
56,16,Moving,Background,Adult,{},{}
56,13,Foraging,Waiting Area,Adult,{},{}
57,5,Foraging,Foraging,Adult,{},{}
57,12,Moving,Waiting Area,Adult,{13},{13}
57,16,Moving,Background,Adult,{},{}
57,13,Foraging,Waiting Area,Adult,{12},{12}
58,12,Moving,Foraging,Adult,{},{}
58,16,Low sitting/standing (stationary),Background,Adult,{17},{17}
58,17,Moving,Background,Adult,{16},{16}
58,13,Foraging,Waiting Area,Adult,{},{}
59,12,Moving,Foraging,Adult,{},{}
59,17,Moving,Background,Adult,{},{}
59,13,Foraging,Waiting Area,Adult,{},{}
60,12,Interacting with foreign object,Foraging,Adult,{},{}
60,17,Moving,Background,Adult,{},{}
60,13,Foraging,Waiting Area,Adult,{},{}
61,12,Interacting with foreign object,Foraging,Adult,{},{}
61,14,Foraging,Waiting Area,Adult,{13},{13}
61,17,Moving,Background,Adult,{},{}
61,13,Foraging,Waiting Area,Adult,{14},{14}
62,12,Interacting with foreign object,Foraging,Adult,{},{}
62,14,Foraging,Waiting Area,Adult,{13},{13}
62,17,Moving,Background,Adult,{},{}
62,13,Foraging,Foraging,Adult,{14},{14}
63,12,Interacting with foreign object,Foraging,Adult,{},{}
63,14,Foraging,Waiting Area,Adult,{13},{13}
63,17,High sitting/standing (Vigilant),Background,Adult,{},{}
63,13,Foraging,Foraging,Adult,{14},{14}
64,12,Interacting with foreign object,Foraging,Adult,{},{}
64,14,Foraging,Waiting Area,Adult,{13},{13}
64,17,High sitting/standing (Vigilant),Background,Adult,{},{}
64,13,Foraging,Foraging,Adult,{14},{14}
65,12,Interacting with foreign object,Foraging,Adult,{},{}
65,14,Foraging,Foraging,Adult,{13},{13}
65,17,High sitting/standing (Vigilant),Background,Adult,{},{}
65,13,Foraging,Foraging,Adult,{14},{14}
66,14,Foraging,Foraging,Adult,{13},{13}
66,17,Low sitting/standing (stationary),Background,Adult,{},{}
66,13,Foraging,Foraging,Adult,{14},{14}
67,14,Foraging,Foraging,Adult,{13},{13}
67,17,Low sitting/standing (stationary),Background,Adult,{},{}
67,18,Moving,Foraging,Adult,{},{}
67,13,Foraging,Foraging,Adult,{14},{14}
68,14,Foraging,Foraging,Adult,{13},{13}
68,17,Low sitting/standing (stationary),Background,Adult,{},{}
68,18,Moving,Foraging,Adult,{},{}
68,13,Foraging,Foraging,Adult,{14},{14}
69,14,Foraging,Foraging,Adult,{13},{13}
69,17,Low sitting/standing (stationary),Background,Adult,{},{}
69,18,Moving,Foraging,Adult,{},{}
69,13,Foraging,Foraging,Adult,{14},{14}
70,14,Foraging,Foraging,Adult,{13},{13}
70,17,Low sitting/standing (stationary),Background,Adult,{},{}
70,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
70,13,Foraging,Foraging,Adult,{14},{14}
71,14,Foraging,Foraging,Adult,{13},{13}
71,17,Moving,Background,Adult,{},{}
71,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
71,13,Foraging,Foraging,Adult,{14},{14}
72,14,Foraging,Foraging,Adult,{13},{13}
72,17,Moving,Background,Adult,{},{}
72,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
72,13,Foraging,Foraging,Adult,{14},{14}
73,14,Foraging,Foraging,Adult,{13},{13}
73,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
73,13,Foraging,Foraging,Adult,{14},{14}
74,14,Foraging,Foraging,Adult,{13},{13}
74,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
74,13,Foraging,Foraging,Adult,{14},{14}
75,14,Foraging,Foraging,Adult,{13},{13}
75,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
75,13,Foraging,Foraging,Adult,{14},{14}
76,14,Foraging,Foraging,Adult,{13},{13}
76,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
76,13,Foraging,Foraging,Adult,{14},{14}
77,14,Foraging,Foraging,Adult,{13},{13}
77,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
77,13,Foraging,Foraging,Adult,{14},{14}
78,14,Foraging,Foraging,Adult,{13},{13}
78,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
78,13,Foraging,Foraging,Adult,{14},{14}
79,14,Foraging,Foraging,Adult,{13},{13}
79,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
79,13,Foraging,Foraging,Adult,{14},{14}
80,14,Foraging,Foraging,Adult,{13},{13}
80,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
80,13,Foraging,Foraging,Adult,{14},{14}
81,12,Moving,Waiting Area,Adult,{},{13;14}
81,14,Foraging,Foraging,Adult,{13},{12;13}
81,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
81,20,Moving,Background,Adult,{},{}
81,13,Foraging,Foraging,Adult,{14},{12;14}
82,12,Moving,Waiting Area,Adult,{},{14}
82,14,Foraging,Foraging,Adult,{13},{12;13}
82,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
82,20,Moving,Background,Adult,{},{}
82,13,Foraging,Foraging,Adult,{14},{14}
83,12,Moving,Waiting Area,Adult,{},{13;14}
83,14,Foraging,Foraging,Adult,{13},{12;13}
83,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
83,20,Low sitting/standing (stationary),Background,Adult,{},{}
83,13,Foraging,Foraging,Adult,{14},{12;14}
84,5,Moving,Foraging,Adult,{},{13;14;18}
84,12,Low sitting/standing (stationary),Waiting Area,Adult,{},{13;14}
84,14,Foraging,Foraging,Adult,{13},{12;5;13}
84,18,Raised Guarding (Vigilant),Foraging,Adult,{},{5}
84,20,Low sitting/standing (stationary),Background,Adult,{},{}
84,13,Low sitting/standing (stationary),Foraging,Adult,{14},{12;5;14}
85,12,Low sitting/standing (stationary),Waiting Area,Adult,{},{13;14}
85,14,Foraging,Foraging,Adult,{13},{12;13}
85,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
85,20,Low sitting/standing (stationary),Background,Adult,{},{}
85,13,High sitting/standing (Vigilant),Foraging,Adult,{14},{12;14}
86,12,Low sitting/standing (stationary),Waiting Area,Adult,{},{13;14}
86,14,Foraging,Foraging,Adult,{13},{12;13}
86,18,Low sitting/standing (stationary),Foraging,Adult,{},{}
86,20,Low sitting/standing (stationary),Background,Adult,{},{}
86,13,High sitting/standing (Vigilant),Foraging,Adult,{14},{12;14}
87,12,Low sitting/standing (stationary),Waiting Area,Adult,{},{13;14}
87,14,Foraging,Foraging,Adult,{13},{12;13}
87,18,Low sitting/standing (stationary),Foraging,Adult,{},{}
87,20,Low sitting/standing (stationary),Background,Adult,{},{}
87,13,High sitting/standing (Vigilant),Foraging,Adult,{14},{12;14}
88,12,Low sitting/standing (stationary),Waiting Area,Adult,{},{13;14}
88,14,Foraging,Foraging,Adult,{13},{12;13}
88,18,Low sitting/standing (stationary),Foraging,Adult,{},{}
88,13,High sitting/standing (Vigilant),Foraging,Adult,{14},{12;14}
89,5,Moving,Foraging,Adult,{18},{18}
89,12,Low sitting/standing (stationary),Waiting Area,Adult,{},{13;14}
89,14,Foraging,Foraging,Adult,{13},{12;13}
89,18,Low sitting/standing (stationary),Foraging,Adult,{5},{5}
89,13,High sitting/standing (Vigilant),Foraging,Adult,{14},{12;14}
90,5,Moving,Foraging,Adult,{13;14},{12;14;13}
90,12,High sitting/standing (Vigilant),Waiting Area,Adult,{},{14;5;13}
90,14,Foraging,Foraging,Adult,{13;5},{12;5;13}
90,18,Low sitting/standing (stationary),Foraging,Adult,{},{}
90,13,High sitting/standing (Vigilant),Foraging,Adult,{14;5},{12;5;14}
91,5,Foraging,Foraging,Adult,{},{13}
91,12,High sitting/standing (Vigilant),Waiting Area,Adult,{},{13;14}
91,14,Foraging,Foraging,Adult,{13},{12;13}
91,18,Low sitting/standing (stationary),Foraging,Adult,{},{}
91,20,Low sitting/standing (stationary),Background,Adult,{},{}
91,13,Foraging,Foraging,Adult,{14},{12;5;14}
92,5,Foraging,Foraging,Adult,{},{13}
92,12,High sitting/standing (Vigilant),Waiting Area,Adult,{},{13;14}
92,14,Foraging,Foraging,Adult,{13},{12;13}
92,18,Low sitting/standing (stationary),Foraging,Adult,{},{}
92,20,Low sitting/standing (stationary),Background,Adult,{},{}
92,13,Foraging,Foraging,Adult,{14},{12;5;14}
93,5,Foraging,Foraging,Adult,{},{}
93,12,Moving,Foraging,Adult,{13;14},{13;14}
93,14,Moving,Foraging,Adult,{12;13},{12;18;13}
93,18,Low sitting/standing (stationary),Foraging,Adult,{},{14}
93,20,Low sitting/standing (stationary),Background,Adult,{},{}
93,13,Foraging,Foraging,Adult,{12;14},{12;14}
94,12,Moving,Foraging,Adult,{14},{13;14;18}
94,14,Moving,Foraging,Adult,{12},{12;18;13}
94,18,Low sitting/standing (stationary),Foraging,Adult,{},{12;14}
94,20,Low sitting/standing (stationary),Background,Adult,{},{}
94,13,Foraging,Foraging,Adult,{},{12;14}
95,14,Moving,Foraging,Adult,{},{13;18}
95,18,Low sitting/standing (stationary),Foraging,Adult,{},{14}
95,20,Low sitting/standing (stationary),Background,Adult,{},{}
95,13,Foraging,Foraging,Adult,{},{14}
96,14,Foraging,Foraging,Adult,{},{13;18}
96,18,Low sitting/standing (stationary),Foraging,Adult,{},{14}
96,20,Low sitting/standing (stationary),Background,Adult,{},{}
96,13,Foraging,Foraging,Adult,{},{14}
97,12,Moving,Background,Adult,{},{}
97,14,Foraging,Foraging,Adult,{},{13;18}
97,18,Low sitting/standing (stationary),Foraging,Adult,{},{14}
97,13,Foraging,Foraging,Adult,{},{14}
98,14,Foraging,Foraging,Adult,{},{13;18}
98,18,Low sitting/standing (stationary),Foraging,Adult,{},{14}
98,13,Foraging,Foraging,Adult,{},{14}
99,14,Foraging,Foraging,Adult,{},{13;18}
99,18,Low sitting/standing (stationary),Foraging,Adult,{},{14}
99,20,Low sitting/standing (stationary),Background,Adult,{},{}
99,13,Foraging,Foraging,Adult,{},{14}
100,18,Low sitting/standing (stationary),Foraging,Adult,{},{}
100,20,Low sitting/standing (stationary),Background,Adult,{},{}
100,13,Foraging,Foraging,Adult,{},{}
101,18,Low sitting/standing (stationary),Foraging,Adult,{},{}
101,20,Low sitting/standing (stationary),Background,Adult,{},{}
101,13,Foraging,Foraging,Adult,{},{}
102,18,Low sitting/standing (stationary),Foraging,Adult,{},{}
102,20,High sitting/standing (Vigilant),Background,Adult,{},{}
102,13,Foraging,Foraging,Adult,{},{}
103,18,Low sitting/standing (stationary),Foraging,Adult,{},{}
103,20,Low sitting/standing (stationary),Background,Adult,{},{}
103,13,Foraging,Foraging,Adult,{},{}
104,18,Low sitting/standing (stationary),Foraging,Adult,{},{}
104,20,Low sitting/standing (stationary),Background,Adult,{},{}
104,13,Foraging,Foraging,Adult,{},{}
105,18,Low sitting/standing (stationary),Foraging,Adult,{},{}
105,20,Low sitting/standing (stationary),Background,Adult,{},{}
105,13,Foraging,Foraging,Adult,{},{}
106,18,Low sitting/standing (stationary),Foraging,Adult,{},{}
106,20,Low sitting/standing (stationary),Background,Adult,{21},{21}
106,21,Moving,Background,Adult,{20},{20}
106,13,Foraging,Foraging,Adult,{},{}
107,18,Low sitting/standing (stationary),Foraging,Adult,{},{}
107,20,Low sitting/standing (stationary),Background,Adult,{},{}
107,13,Foraging,Foraging,Adult,{},{}
108,5,Foraging,Foraging,Adult,{13},{13}
108,18,Low sitting/standing (stationary),Foraging,Adult,{},{}
108,20,Low sitting/standing (stationary),Background,Adult,{},{}
108,13,Foraging,Foraging,Adult,{5},{5}
109,5,Foraging,Foraging,Adult,{13},{13}
109,18,Low sitting/standing (stationary),Foraging,Adult,{},{}
109,20,Low sitting/standing (stationary),Background,Adult,{},{}
109,13,Foraging,Foraging,Adult,{5},{5}
110,5,Foraging,Foraging,Adult,{13},{13}
110,18,Low sitting/standing (stationary),Foraging,Adult,{},{}
110,20,Low sitting/standing (stationary),Background,Adult,{},{}
110,13,Foraging,Foraging,Adult,{5},{5}
111,5,Foraging,Foraging,Adult,{13},{13}
111,18,Low sitting/standing (stationary),Foraging,Adult,{},{}
111,20,Low sitting/standing (stationary),Background,Adult,{},{}
111,13,Foraging,Foraging,Adult,{5},{5}
112,5,Foraging,Foraging,Adult,{13},{13}
112,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
112,20,Low sitting/standing (stationary),Background,Adult,{},{}
112,13,Foraging,Foraging,Adult,{5},{5}
113,5,Foraging,Foraging,Adult,{13},{13}
113,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
113,20,Low sitting/standing (stationary),Background,Adult,{},{}
113,13,Foraging,Foraging,Adult,{5},{5}
114,5,Foraging,Foraging,Adult,{},{13}
114,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
114,20,Low sitting/standing (stationary),Background,Adult,{},{}
114,13,Foraging,Foraging,Adult,{},{5}
115,5,Foraging,Foraging,Adult,{},{13}
115,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
115,20,Low sitting/standing (stationary),Background,Adult,{},{}
115,13,Moving,Foraging,Adult,{},{5}
116,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
116,20,Low sitting/standing (stationary),Background,Adult,{},{}
116,13,Moving,Foraging,Adult,{},{}
117,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
117,20,Low sitting/standing (stationary),Background,Adult,{},{}
117,13,Foraging,Foraging,Adult,{},{}
118,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
118,20,Low sitting/standing (stationary),Background,Adult,{},{}
118,13,Foraging,Foraging,Adult,{},{}
119,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
119,20,Low sitting/standing (stationary),Background,Adult,{},{}
119,13,Foraging,Foraging,Adult,{},{}
120,5,Foraging,Foraging,Adult,{},{13}
120,18,Raised Guarding (Vigilant),Foraging,Adult,{},{}
120,20,Low sitting/standing (stationary),Background,Adult,{},{}
120,13,Foraging,Foraging,Adult,{},{5}
