Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours
24,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
24,7,Moving,Waiting Area,Adult,{},{}
25,0,Foraging,Foraging,Adult,{1},{1}
25,1,Foraging,Foraging,Adult,{0},{0}
25,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
25,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
25,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
25,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
25,7,Moving,Waiting Area,Adult,{},{}
26,0,Foraging,Foraging,Adult,{1},{1;2}
26,1,Foraging,Foraging,Adult,{0},{0}
26,2,Foraging,Foraging,Adult,{3;6},{3;6;4;0}
26,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
26,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
26,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
26,7,Moving,Waiting Area,Adult,{},{}
27,0,Foraging,Foraging,Adult,{1},{1;2}
27,1,Foraging,Foraging,Adult,{0},{0}
27,2,Foraging,Foraging,Adult,{3;6},{3;6;4;0}
27,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
27,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
27,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
27,7,Moving,Background,Adult,{},{}
28,0,Foraging,Foraging,Adult,{1},{1;2}
28,1,Foraging,Foraging,Adult,{0},{0}
28,2,Foraging,Foraging,Adult,{3;6},{3;6;4;0}
28,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
28,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
28,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
28,7,Moving,Background,Adult,{},{}
29,0,Foraging,Foraging,Adult,{1},{1;2}
29,1,Foraging,Foraging,Adult,{0},{0}
29,2,Foraging,Foraging,Adult,{3;6},{3;6;4;0}
29,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
29,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
29,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
29,7,Foraging,Background,Adult,{},{}
30,0,Foraging,Foraging,Adult,{},{1;2}
30,1,Foraging,Foraging,Adult,{},{0}
30,2,Foraging,Foraging,Adult,{3;6},{3;6;4;0}
30,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
30,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
30,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
30,7,Foraging,Background,Adult,{},{}
31,0,Foraging,Foraging,Adult,{},{1;2}
31,1,Foraging,Foraging,Adult,{},{0}
31,2,Foraging,Foraging,Adult,{3;6},{3;6;4;0}
31,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
31,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
31,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
31,7,Foraging,Background,Adult,{},{}
32,0,Foraging,Foraging,Adult,{},{1;2}
32,1,Foraging,Foraging,Adult,{},{0}
32,2,Foraging,Foraging,Adult,{3;6},{3;6;4;0}
32,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
32,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
32,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
32,7,Groom,Background,Adult,{},{}
33,0,Foraging,Foraging,Adult,{},{1;2}
33,1,Foraging,Foraging,Adult,{},{0}
33,2,Foraging,Foraging,Adult,{3;6},{3;6;4;0}
33,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
33,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
33,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
33,7,Groom,Background,Adult,{},{}
34,0,Foraging,Foraging,Adult,{},{1;2}
34,1,Foraging,Foraging,Adult,{},{0}
34,2,Foraging,Foraging,Adult,{3;6},{3;6;4;0}
34,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
34,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
34,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
34,7,Groom,Background,Adult,{},{}
35,0,Foraging,Foraging,Adult,{},{1;2}
35,1,Foraging,Foraging,Adult,{},{0}
35,2,Foraging,Foraging,Adult,{3;6},{3;6;4;0}
35,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
35,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
35,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
35,7,Moving,Background,Adult,{},{}
36,0,Foraging,Foraging,Adult,{},{1;2}
36,1,Foraging,Foraging,Adult,{},{0}
36,2,Foraging,Foraging,Adult,{3;6},{3;6;4;0}
36,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
36,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
36,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
36,7,Lying/resting (stationary),Background,Adult,{},{}
37,0,Foraging,Foraging,Adult,{},{1;2}
37,1,Foraging,Foraging,Adult,{},{0}
37,2,Foraging,Foraging,Adult,{3;6},{3;6;4;0}
37,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
37,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
37,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
37,7,Lying/resting (stationary),Background,Adult,{},{}
38,0,Foraging,Foraging,Adult,{},{1;2}
38,1,Foraging,Foraging,Adult,{},{0}
38,2,Foraging,Foraging,Adult,{3;6},{3;6;4;0}
38,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
38,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
38,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
38,7,Lying/resting (stationary),Background,Adult,{},{}
39,0,Foraging,Foraging,Adult,{1},{1;2}
39,1,Foraging,Foraging,Adult,{0},{0}
39,2,Foraging,Foraging,Adult,{3;6},{3;6;4;0}
39,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
39,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
39,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
39,7,Lying/resting (stationary),Background,Adult,{},{}
40,0,Foraging,Foraging,Adult,{},{1;2}
40,1,Moving,Foraging,Adult,{},{0}
40,2,Foraging,Foraging,Adult,{3;6},{3;6;4;0}
40,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
40,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
40,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
40,7,Groom,Background,Adult,{},{}
41,0,Foraging,Foraging,Adult,{},{1;2}
41,1,Moving,Foraging,Adult,{},{0}
41,2,Foraging,Foraging,Adult,{3;6},{3;6;4;0}
41,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
41,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
41,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
41,7,Groom,Background,Adult,{},{}
42,0,Foraging,Foraging,Adult,{},{2}
42,1,Moving,Waiting Area,Adult,{},{}
42,2,Foraging,Foraging,Adult,{3;6},{3;6;4;0}
42,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
42,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
42,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
42,7,Groom,Background,Adult,{},{}
43,0,Foraging,Foraging,Adult,{},{}
43,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
43,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
43,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
43,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
43,7,Groom,Background,Adult,{},{}
44,0,Foraging,Waiting Area,Adult,{},{}
44,1,Moving,Waiting Area,Adult,{},{}
44,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
44,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
44,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
44,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
44,7,Groom,Background,Adult,{},{}
45,0,Foraging,Waiting Area,Adult,{},{}
45,1,Low sitting/standing (stationary),Waiting Area,Adult,{},{}
45,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
45,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
45,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
45,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
45,7,Groom,Background,Adult,{},{}
46,0,Foraging,Waiting Area,Adult,{},{2}
46,1,Low sitting/standing (stationary),Waiting Area,Adult,{},{}
46,2,Foraging,Foraging,Adult,{3;6},{3;6;4;0}
46,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
46,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
46,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
46,7,Groom,Background,Adult,{},{}
47,0,Foraging,Waiting Area,Adult,{},{}
47,1,Foraging,Waiting Area,Adult,{},{}
47,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
47,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
47,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
47,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
47,7,Groom,Background,Adult,{},{}
48,0,Foraging,Waiting Area,Adult,{},{}
48,1,Foraging,Waiting Area,Adult,{},{}
48,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
48,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
48,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
48,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
48,7,Groom,Background,Adult,{},{}
49,0,Foraging,Waiting Area,Adult,{},{}
49,1,Foraging,Waiting Area,Adult,{},{}
49,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
49,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
49,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
49,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
49,7,Groom,Background,Adult,{},{}
50,0,Foraging,Waiting Area,Adult,{},{}
50,1,Moving,Waiting Area,Adult,{},{}
50,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
50,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
50,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
50,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
50,7,Groom,Background,Adult,{},{}
51,0,Foraging,Waiting Area,Adult,{},{}
51,1,Moving,Waiting Area,Adult,{},{}
51,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
51,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
51,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
51,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
51,7,Groom,Background,Adult,{},{}
52,0,Foraging,Foraging,Adult,{2},{3;6;4;2}
52,1,Moving,Waiting Area,Adult,{},{}
52,2,Foraging,Foraging,Adult,{3;6;0},{3;6;4;0}
52,3,Foraging,Foraging,Adult,{6;4;2},{6;4;0;2}
52,4,Foraging,Foraging,Adult,{3;6},{3;6;0;2}
52,6,Foraging,Foraging,Adult,{3;4;2},{3;4;0;2}
52,7,Groom,Background,Adult,{},{}
53,0,Foraging,Foraging,Adult,{2},{3;6;4;2}
53,1,Moving,Waiting Area,Adult,{},{}
53,2,Foraging,Foraging,Adult,{3;6;0},{3;6;4;0}
53,3,Foraging,Foraging,Adult,{6;4;2},{6;4;0;2}
53,4,Foraging,Foraging,Adult,{3;6},{3;6;0;2}
53,6,Foraging,Foraging,Adult,{3;4;2},{3;4;0;2}
53,7,Groom,Background,Adult,{},{}
54,1,Moving,Door,Adult,{},{}
54,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
54,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
54,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
54,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
54,7,Groom,Background,Adult,{},{}
55,1,Foraging,Door,Adult,{},{}
55,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
55,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
55,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
55,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
55,7,Groom,Background,Adult,{},{}
56,1,Foraging,Door,Adult,{},{}
56,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
56,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
56,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
56,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
56,7,Groom,Background,Adult,{},{}
57,1,Foraging,Door,Adult,{},{}
57,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
57,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
57,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
57,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
57,7,Moving,Background,Adult,{},{}
58,1,Foraging,Door,Adult,{},{}
58,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
58,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
58,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
58,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
59,1,Foraging,Door,Adult,{},{}
59,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
59,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
59,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
59,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
60,1,Foraging,Door,Adult,{},{}
60,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
60,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
60,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
60,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
61,1,Foraging,Door,Adult,{},{}
61,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
61,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
61,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
61,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
62,1,Foraging,Door,Adult,{},{}
62,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
62,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
62,4,Foraging,Foraging,Adult,{3;6},{3;6;2}
62,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2}
63,1,Foraging,Door,Adult,{},{}
63,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
63,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
63,4,Foraging,Foraging,Adult,{3},{3;6;2}
63,6,Foraging,Foraging,Adult,{3;2},{3;4;2}
64,1,Foraging,Door,Adult,{},{}
64,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
64,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
64,4,Foraging,Foraging,Adult,{3},{3;6;2}
64,6,Foraging,Foraging,Adult,{3;2},{3;4;2}
65,0,Foraging,Waiting Area,Adult,{},{}
65,1,Foraging,Door,Adult,{},{}
65,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
65,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
65,4,Foraging,Foraging,Adult,{3},{3;6;2}
65,6,Foraging,Foraging,Adult,{3;2},{3;4;2}
66,0,Groom,Waiting Area,Adult,{},{}
66,1,Foraging,Door,Adult,{},{}
66,2,Foraging,Foraging,Adult,{3;6},{3;6;4}
66,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2}
66,4,Foraging,Foraging,Adult,{3},{3;6;2}
66,6,Foraging,Foraging,Adult,{3;2},{3;4;2}
67,0,Groom,Waiting Area,Adult,{},{}
67,1,Foraging,Door,Adult,{},{}
67,2,Foraging,Foraging,Adult,{6},{3;6;4}
67,3,Foraging,Foraging,Adult,{6;4},{6;4;2}
67,4,Foraging,Foraging,Adult,{3},{3;6;2}
67,6,Foraging,Foraging,Adult,{3;2},{3;4;2}
68,0,Groom,Waiting Area,Adult,{},{}
68,1,Foraging,Door,Adult,{},{}
68,2,Foraging,Foraging,Adult,{6},{3;6;4}
68,3,Foraging,Foraging,Adult,{6;4},{6;4;2}
68,4,Foraging,Foraging,Adult,{3},{3;6;2}
68,6,Foraging,Foraging,Adult,{3;2},{3;4;2}
69,8,Moving,Background,Adult,{},{}
69,0,Groom,Waiting Area,Adult,{},{}
69,1,Foraging,Door,Adult,{},{}
69,2,Foraging,Foraging,Adult,{6},{3;6;4}
69,3,Foraging,Foraging,Adult,{6;4},{6;4;2}
69,4,Foraging,Foraging,Adult,{3},{3;6;2}
69,6,Foraging,Foraging,Adult,{3;2},{3;4;2}
70,8,Moving,Background,Adult,{},{}
70,0,Foraging,Waiting Area,Adult,{},{}
70,1,Foraging,Door,Adult,{},{}
70,2,Foraging,Foraging,Adult,{6},{3;6;4}
70,3,Foraging,Foraging,Adult,{6;4},{6;4;2}
70,4,Foraging,Foraging,Adult,{3},{3;6;2}
70,6,Foraging,Foraging,Adult,{3;2},{3;4;2}
71,8,Moving,Background,Adult,{},{}
71,0,Foraging,Waiting Area,Adult,{},{}
71,1,Moving,Door,Adult,{},{}
71,2,Foraging,Foraging,Adult,{6},{3;6;4}
71,3,Foraging,Foraging,Adult,{6;4},{6;4;2}
71,4,Foraging,Foraging,Adult,{3},{3;6;2}
71,6,Foraging,Foraging,Adult,{3;2},{3;4;2}
72,8,Moving,Background,Adult,{},{}
72,0,Foraging,Waiting Area,Adult,{},{}
72,1,Moving,Waiting Area,Adult,{},{}
72,2,Foraging,Foraging,Adult,{6},{3;6;4}
72,3,Foraging,Foraging,Adult,{6;4},{6;4;2}
72,4,Foraging,Foraging,Adult,{3},{3;6;2}
72,6,Foraging,Foraging,Adult,{3;2},{3;4;2}
73,8,Moving,Background,Adult,{},{}
73,0,Foraging,Waiting Area,Adult,{},{}
73,1,Moving,Waiting Area,Adult,{},{}
73,2,Foraging,Foraging,Adult,{6},{3;6;4}
73,3,Foraging,Foraging,Adult,{6;4},{6;4;2}
73,4,Foraging,Foraging,Adult,{3},{3;6;2}
73,6,Foraging,Foraging,Adult,{3;2},{3;4;2}
