Time,ID,Behaviour,Zone,Close_neighbours,Distant_neighbours
495,60,Foraging,Foraging,{71;66;68;72;62;65},{71;66;68;72;62;70;65}
495,62,Moving,Foraging,{60;66;68;72;70;65},{71;60;66;68;72;70;65}
495,65,Foraging,Foraging,{60;66;68;62;70},{71;60;66;68;72;62;70}
495,66,Interacting with foreign object,Foraging,{71;60;68;72;62;70;65},{71;60;68;72;62;70;65}
495,68,Foraging,Foraging,{60;66;72;62;70;65},{71;60;66;72;62;70;65}
495,70,Foraging,Foraging,{66;62;68;65},{71;66;68;72;62;60;65}
495,71,Interacting with foreign object,Foraging,{66;72;60},{66;68;70;72;62;60;65}
495,72,Interacting with foreign object,Foraging,{71;66;68;62;60},{71;66;68;70;62;60;65}
496,60,Foraging,Foraging,{71;66;68;72;62;65},{71;66;68;72;62;70;65}
496,62,Foraging,Foraging,{71;60;66;68;72;70;65},{71;60;66;68;72;70;65}
496,65,Foraging,Foraging,{60;66;68;62;70},{71;60;66;68;72;62;70}
496,66,Interacting with foreign object,Foraging,{71;60;68;72;62;70;65},{71;60;68;72;62;70;65}
496,68,Foraging,Foraging,{60;66;72;62;70;65},{71;60;66;72;62;70;65}
496,70,Foraging,Foraging,{66;62;68;65},{71;66;68;72;62;60;65}
496,71,Interacting with foreign object,Foraging,{66;62;72;60},{66;68;70;72;62;60;65}
496,72,Interacting with foreign object,Foraging,{71;66;68;62;60},{71;66;68;70;62;60;65}
497,60,Foraging,Foraging,{71;66;68;72;62;65},{71;66;68;72;62;70;65}
497,62,Foraging,Foraging,{71;66;68;72;60;65},{71;60;66;68;72;70;65}
497,65,Foraging,Foraging,{60;66;68;62;70},{71;60;66;68;72;62;70}
497,66,Interacting with foreign object,Foraging,{71;60;68;72;62;70;65},{71;60;68;72;62;70;65}
497,68,Foraging,Foraging,{71;60;66;72;62;70;65},{71;60;66;72;62;70;65}
497,70,Foraging,Foraging,{66;68;65},{71;66;68;72;62;60;65}
497,71,Interacting with foreign object,Foraging,{66;68;72;62;60},{66;68;70;72;62;60;65}
497,72,Interacting with foreign object,Foraging,{71;66;68;62;60},{71;66;68;70;62;60;65}
498,60,Foraging,Foraging,{66;62;72;65},{71;66;68;72;62;70;65}
498,62,Foraging,Foraging,{60;66;72;70;65},{71;60;66;68;72;70;65}
498,65,Foraging,Foraging,{66;62;70;60},{60;66;68;72;62;70}
498,66,Interacting with foreign object,Foraging,{60;72;62;70;65},{71;60;68;72;62;70;65}
498,68,Interacting with foreign object,Foraging,{71},{71;60;66;72;62;70;65}
498,70,Foraging,Foraging,{66;62;65},{71;66;68;72;62;60;65}
498,71,Interacting with foreign object,Foraging,{68},{60;66;68;72;62;70}
498,72,Interacting with foreign object,Foraging,{66;62;60},{71;66;68;70;62;60;65}
499,60,Foraging,Foraging,{66;62;71;65},{71;66;68;62;70;65}
499,62,Foraging,Foraging,{71;60;66;70;65},{71;60;66;68;70;65}
499,65,Foraging,Foraging,{66;62;70;60},{71;60;66;68;62;70}
499,66,Interacting with foreign object,Foraging,{71;60;62;70;65},{71;60;68;62;70;65}
499,68,Interacting with foreign object,Foraging,{},{71;60;66;62;70;65}
499,70,Foraging,Foraging,{66;62;65},{71;66;68;62;60;65}
499,71,Interacting with foreign object,Foraging,{66;62;60},{66;68;70;62;60;65}
500,60,Foraging,Foraging,{66;62;65},{71;66;68;62;70;65}
500,62,Moving,Foraging,{66;60;65},{71;60;66;68;70;65}
500,65,Foraging,Foraging,{66;62;70;60},{60;66;68;62;70}
500,66,Foraging,Foraging,{70;62;60;65},{71;60;68;62;70;65}
500,68,Foraging,Foraging,{71},{71;60;66;62;70;65}
500,70,Foraging,Foraging,{66;65},{66;68;62;60;65}
500,71,Interacting with foreign object,Foraging,{68},{66;62;68;60}
501,60,Foraging,Foraging,{66;62;73;65},{71;66;68;73;62;70;65}
501,62,Moving,Foraging,{66;73;71;60},{71;60;66;68;73;70;65}
501,65,Foraging,Foraging,{66;73;70;60},{71;60;66;73;62;70}
501,66,Foraging,Foraging,{60;73;62;70;65},{71;60;68;73;62;70;65}
501,68,Foraging,Foraging,{71},{71;60;66;73;62;70}
501,70,Foraging,Foraging,{66;65},{71;66;68;73;62;60;65}
501,71,Interacting with foreign object,Foraging,{73;62;68},{66;68;70;73;62;60;65}
501,73,Interacting with foreign object,Foraging,{71;66;62;60;65},{71;66;68;70;62;60;65}
502,60,Foraging,Foraging,{66;73;71;65},{71;66;68;73;62;70;65}
502,62,Interacting with foreign object,Foraging,{71;73},{71;66;68;73;60;65}
502,65,Foraging,Foraging,{66;73;70;60},{71;60;66;73;62;70}
502,66,Foraging,Foraging,{71;60;73;70;65},{71;60;68;73;62;70;65}
502,68,Moving,Foraging,{},{71;60;66;73;62;70}
502,70,Foraging,Foraging,{66;65},{71;66;68;73;60;65}
502,71,Interacting with foreign object,Foraging,{66;62;73;60},{66;68;70;73;62;60;65}
502,73,Interacting with foreign object,Foraging,{71;66;62;60;65},{71;66;68;70;62;60;65}
503,60,Dig burrow,Foraging,{66;73;71;65},{71;66;68;73;62;70;65}
503,62,Dig burrow,Foraging,{71;73},{71;66;68;73;60}
503,65,Foraging,Foraging,{66;73;70;60},{71;60;66;68;73;70}
503,66,Foraging,Foraging,{71;60;73;70;65},{71;60;68;73;62;70;65}
503,68,Moving,Foraging,{},{71;60;66;73;62;70;65}
503,70,Foraging,Foraging,{66;65},{71;66;68;73;60;65}
503,71,Interacting with foreign object,Foraging,{66;62;73;60},{66;68;70;73;62;60;65}
503,73,Interacting with foreign object,Foraging,{71;66;62;60;65},{71;66;68;70;62;60;65}
504,60,Dig burrow,Foraging,{66;71;70;65},{71;66;68;62;70;65}
504,62,Moving,Foraging,{71},{71;66;68;60;65}
504,65,Foraging,Foraging,{66;70;60},{71;60;66;68;62;70}
504,66,Foraging,Foraging,{70;71;60;65},{71;60;68;62;70;65}
504,68,Moving,Foraging,{70},{71;60;66;62;70;65}
504,70,Foraging,Foraging,{66;68;60;65},{71;66;68;60;65}
504,71,Interacting with foreign object,Foraging,{66;62;60},{66;68;70;62;60;65}
505,60,Dig burrow,Foraging,{71;66;65;70;74},{71;66;68;62;74;70;65}
505,62,Foraging,Foraging,{71;74},{66;71;60;74}
505,65,Foraging,Foraging,{66;68;70;60},{71;60;66;68;70;74}
505,66,Foraging,Foraging,{71;60;65;70;74},{71;60;68;62;74;70;65}
505,68,Foraging,Foraging,{70;65},{71;60;66;70;65}
505,70,Foraging,Foraging,{66;68;60;65},{66;68;60;65}
505,71,Interacting with foreign object,Foraging,{66;62;60;74},{66;68;62;74;60;65}
505,74,Interacting with foreign object,Foraging,{66;62;71;60},{71;66;62;60;65}
506,60,Dig burrow,Foraging,{66;74;70;65},{71;66;68;62;74;70;65}
506,62,Moving,Foraging,{71;74},{66;71;60;74}
506,65,Foraging,Foraging,{66;68;70;60},{71;60;66;68;70;74}
506,66,Foraging,Foraging,{71;60;65;70;74},{71;60;68;62;74;70;65}
506,68,Foraging,Foraging,{70;65},{66;70;60;65}
506,70,Foraging,Foraging,{66;68;60;65},{66;68;60;65}
506,71,Interacting with foreign object,Foraging,{66;62;74},{66;65;62;60;74}
506,74,High sitting/standing (Vigilant),Foraging,{66;62;71;60},{71;66;62;60;65}
507,60,Dig burrow,Foraging,{66;74;70;65},{71;66;68;74;70;65}
507,62,Foraging,Foraging,{71;74},{71;74}
507,65,Foraging,Foraging,{66;68;70;60},{71;60;66;68;70;74}
507,66,Foraging,Foraging,{71;60;65;70;74},{71;60;68;74;70;65}
507,68,Foraging,Foraging,{70;65},{66;70;60;65}
507,70,Foraging,Foraging,{66;68;60;65},{66;68;60;65}
507,71,Interacting with foreign object,Foraging,{66;62;74},{66;65;62;60;74}
507,74,High sitting/standing (Vigilant),Foraging,{66;62;71;60},{71;66;62;60;65}
508,60,Dig burrow,Foraging,{66;74;70;65},{71;66;68;74;70;65}
508,62,Foraging,Foraging,{71;74},{71;74}
508,65,Foraging,Foraging,{66;68;70;60},{71;60;66;68;70;74}
508,66,Foraging,Foraging,{71;60;65;70;74},{71;60;68;74;70;65}
508,68,Foraging,Foraging,{70;65},{66;70;60;65}
508,70,Foraging,Foraging,{66;68;60;65},{71;66;68;60;65}
508,71,Interacting with foreign object,Foraging,{66;62;74},{60;66;62;74;70;65}
508,74,High sitting/standing (Vigilant),Foraging,{66;62;71;60},{71;66;62;60;65}
509,60,Dig burrow,Foraging,{66;71;65},{71;66;68;74;70;65}
509,62,Foraging,Foraging,{71;74},{71;74}
509,65,Foraging,Foraging,{66;68;70;60},{71;60;66;68;70;74}
509,66,Foraging,Foraging,{70;71;60;65},{71;60;68;74;70;65}
509,68,Foraging,Foraging,{70;65},{66;70;60;65}
509,70,Foraging,Foraging,{66;68;65},{71;66;68;60;65}
509,71,Interacting with foreign object,Foraging,{66;62;60;74},{60;66;62;74;70;65}
509,74,Moving,Foraging,{71;62},{71;66;62;60;65}
510,60,Dig burrow,Foraging,{66;71;65},{71;66;68;70;65}
510,62,Foraging,Foraging,{71},{71;74}
510,65,Foraging,Foraging,{66;68;70;60},{71;60;66;68;70}
510,66,Foraging,Foraging,{70;71;60;65},{71;60;68;70;65}
510,68,Foraging,Foraging,{70;65},{66;70;60;65}
510,70,Foraging,Foraging,{66;68;65},{66;68;60;65}
510,71,Interacting with foreign object,Foraging,{66;62;60},{66;65;62;60;74}
510,74,Interacting with foreign object,Foraging,{},{71;62}
511,60,Dig burrow,Foraging,{66;71;65},{71;66;68;62;74;70;65}
511,62,Foraging,Foraging,{71},{71;60;74}
511,65,Foraging,Foraging,{66;68;70;60},{71;60;66;68;70}
511,66,Dig burrow,Foraging,{70;71;60;65},{71;60;68;74;70;65}
511,68,Foraging,Foraging,{70;65},{66;70;60;65}
511,70,Foraging,Foraging,{66;68;65},{71;66;68;60;65}
511,71,Playfight,Foraging,{66;62;60},{60;66;62;74;70;65}
511,74,Moving,Foraging,{},{66;62;71;60}
512,60,Dig burrow,Foraging,{66;71;65},{71;66;68;62;74;70;65}
512,62,Foraging,Foraging,{},{71;60}
512,65,Foraging,Foraging,{66;68;70;60},{71;60;66;68;70}
512,66,Interacting with foreign object,Foraging,{70;71;60;65},{71;60;68;74;70;65}
512,68,Foraging,Foraging,{70;65},{66;70;60;65}
512,70,Foraging,Foraging,{66;68;65},{71;66;68;60;65}
512,71,Interacting with foreign object,Foraging,{66;60},{60;66;62;74;70;65}
512,74,Foraging,Waiting Area,{},{66;71;60}
513,60,Dig burrow,Foraging,{66;65},{71;66;68;62;74;70;65}
513,62,Foraging,Foraging,{},{71;60}
513,65,Foraging,Foraging,{66;68;70;60},{60;66;68;70;74}
513,66,Interacting with foreign object,Foraging,{70;60;65},{71;60;68;74;70;65}
513,68,Foraging,Foraging,{70;65},{66;70;60;65}
513,70,Foraging,Foraging,{66;68;65},{66;68;60;65}
513,71,Interacting with foreign object,Foraging,{74},{66;62;60;74}
513,74,Foraging,Waiting Area,{71},{66;71;60;65}
514,60,Dig burrow,Foraging,{66;65},{71;66;68;62;74;70;65}
514,62,Foraging,Foraging,{},{66;71;60}
514,65,Foraging,Foraging,{66;68;70;60},{60;66;68;70;74}
514,66,Interacting with foreign object,Foraging,{70;60;65},{71;60;68;62;74;70;65}
514,68,Foraging,Foraging,{70;65},{60;66;65;70;74}
514,70,Foraging,Foraging,{66;68;65},{66;68;65;60;74}
514,71,Interacting with foreign object,Waiting Area,{74},{66;62;60;74}
514,74,Foraging,Waiting Area,{71},{71;60;66;68;70;65}
515,60,Dig burrow,Foraging,{66;65},{71;66;68;62;74;70;65}
515,62,Foraging,Foraging,{},{71;60}
515,65,Foraging,Foraging,{66;68;70;60},{60;66;68;70;74}
515,66,Interacting with foreign object,Foraging,{70;60;65},{71;60;68;74;70;65}
515,68,Foraging,Foraging,{70;65},{60;66;65;70;74}
515,70,Foraging,Foraging,{66;68;65},{66;68;65;60;74}
515,71,Interacting with foreign object,Waiting Area,{74},{66;62;60;74}
515,74,Foraging,Waiting Area,{71},{71;60;66;68;70;65}
516,60,Dig burrow,Foraging,{66;65},{71;66;68;62;74;70;65}
516,62,Foraging,Foraging,{},{66;71;60}
516,65,Foraging,Foraging,{66;68;70;60},{60;66;68;70;74}
516,66,Interacting with foreign object,Foraging,{70;60;65},{71;60;68;62;74;70;65}
516,68,Foraging,Foraging,{70;65},{60;66;65;70;74}
516,70,Foraging,Foraging,{66;68;65},{66;68;65;60;74}
516,71,Interacting with foreign object,Waiting Area,{74},{66;62;60;74}
516,74,Foraging,Waiting Area,{71},{71;60;66;68;70;65}
517,60,Dig burrow,Foraging,{66;65},{71;66;68;62;74;70;65}
517,62,Foraging,Foraging,{},{66;71;60}
517,65,Foraging,Foraging,{66;68;70;60},{60;66;68;70;74}
517,66,Interacting with foreign object,Foraging,{70;60;65},{71;60;68;62;74;70;65}
517,68,Foraging,Foraging,{70;65},{60;66;65;70;74}
517,70,Foraging,Foraging,{66;68;65},{66;68;65;60;74}
517,71,Interacting with foreign object,Waiting Area,{74},{66;62;60;74}
